0.0000e+00,-1.2000e-03
4.0000e-09,-4.0000e-04
8.0000e-09,-2.0000e-03
1.2000e-08,-1.2000e-03
1.6000e-08,1.2000e-03
2.0000e-08,-2.0000e-03
2.4000e-08,-4.0000e-04
2.8000e-08,-1.2000e-03
3.2000e-08,-4.0000e-04
3.6000e-08,4.0000e-04
4.0000e-08,-1.2000e-03
4.4000e-08,-4.0000e-04
4.8000e-08,-4.0000e-04
5.2000e-08,1.2000e-03
5.6000e-08,1.2000e-03
6.0000e-08,-4.0000e-04
6.4000e-08,4.0000e-04
6.8000e-08,-1.2000e-03
7.2000e-08,-1.2000e-03
7.6000e-08,-1.2000e-03
8.0000e-08,-4.0000e-04
8.4000e-08,4.0000e-04
8.8000e-08,-1.2000e-03
9.2000e-08,-4.0000e-04
9.6000e-08,4.0000e-04
1.0000e-07,-1.2000e-03
1.0400e-07,-2.0000e-03
1.0800e-07,-4.0000e-04
1.1200e-07,-1.2000e-03
1.1600e-07,4.0000e-04
1.2000e-07,-4.0000e-04
1.2400e-07,-1.2000e-03
1.2800e-07,-4.0000e-04
1.3200e-07,4.0000e-04
1.3600e-07,-4.0000e-04
1.4000e-07,-4.0000e-04
1.4400e-07,-1.2000e-03
1.4800e-07,-1.2000e-03
1.5200e-07,-4.0000e-04
1.5600e-07,-1.2000e-03
1.6000e-07,-1.2000e-03
1.6400e-07,-4.0000e-04
1.6800e-07,-2.0000e-03
1.7200e-07,-1.2000e-03
1.7600e-07,-4.0000e-04
1.8000e-07,-1.2000e-03
1.8400e-07,-4.0000e-04
1.8800e-07,-4.0000e-04
1.9200e-07,-1.2000e-03
1.9600e-07,-4.0000e-04
2.0000e-07,-1.2000e-03
2.0400e-07,-2.0000e-03
2.0800e-07,1.2000e-03
2.1200e-07,-4.0000e-04
2.1600e-07,-2.8000e-03
2.2000e-07,-4.0000e-04
2.2400e-07,-1.2000e-03
2.2800e-07,-4.0000e-04
2.3200e-07,-4.0000e-04
2.3600e-07,-4.0000e-04
2.4000e-07,-4.0000e-04
2.4400e-07,-4.0000e-04
2.4800e-07,4.0000e-04
2.5200e-07,4.0000e-04
2.5600e-07,-1.2000e-03
2.6000e-07,-4.0000e-04
2.6400e-07,-2.8000e-03
2.6800e-07,-4.0000e-04
2.7200e-07,-1.2000e-03
2.7600e-07,-4.0000e-04
2.8000e-07,-2.0000e-03
2.8400e-07,-1.2000e-03
2.8800e-07,-4.0000e-04
2.9200e-07,-1.2000e-03
2.9600e-07,-4.0000e-04
3.0000e-07,-4.0000e-04
3.0400e-07,-4.0000e-04
3.0800e-07,-1.2000e-03
3.1200e-07,-4.0000e-04
3.1600e-07,4.0000e-04
3.2000e-07,-4.0000e-04
3.2400e-07,4.0000e-04
3.2800e-07,-4.0000e-04
3.3200e-07,-4.0000e-04
3.3600e-07,4.0000e-04
3.4000e-07,-4.0000e-04
3.4400e-07,-1.2000e-03
3.4800e-07,-2.0000e-03
3.5200e-07,-1.2000e-03
3.5600e-07,4.0000e-04
3.6000e-07,4.0000e-04
3.6400e-07,4.0000e-04
3.6800e-07,-1.2000e-03
3.7200e-07,4.0000e-04
3.7600e-07,-1.2000e-03
3.8000e-07,4.0000e-04
3.8400e-07,-4.0000e-04
3.8800e-07,1.2000e-03
3.9200e-07,-1.2000e-03
3.9600e-07,4.0000e-04
4.0000e-07,-4.0000e-04
4.0400e-07,-4.0000e-04
4.0800e-07,-4.0000e-04
4.1200e-07,-1.2000e-03
4.1600e-07,-2.8000e-03
4.2000e-07,4.0000e-04
4.2400e-07,-1.2000e-03
4.2800e-07,-4.0000e-04
4.3200e-07,-4.0000e-04
4.3600e-07,-4.0000e-04
4.4000e-07,4.0000e-04
4.4400e-07,-4.0000e-04
4.4800e-07,-1.2000e-03
4.5200e-07,4.0000e-04
4.5600e-07,4.0000e-04
4.6000e-07,-4.0000e-04
4.6400e-07,-4.0000e-04
4.6800e-07,4.0000e-04
4.7200e-07,-4.0000e-04
4.7600e-07,4.0000e-04
4.8000e-07,-1.2000e-03
4.8400e-07,4.0000e-04
4.8800e-07,-1.2000e-03
4.9200e-07,-4.0000e-04
4.9600e-07,-4.0000e-04
5.0000e-07,4.0000e-04
5.0400e-07,-4.0000e-04
5.0800e-07,-4.0000e-04
5.1200e-07,-4.0000e-04
5.1600e-07,4.0000e-04
5.2000e-07,-4.0000e-04
5.2400e-07,-4.0000e-04
5.2800e-07,-4.0000e-04
5.3200e-07,-4.0000e-04
5.3600e-07,-4.0000e-04
5.4000e-07,-4.0000e-04
5.4400e-07,-4.0000e-04
5.4800e-07,4.0000e-04
5.5200e-07,4.0000e-04
5.5600e-07,4.0000e-04
5.6000e-07,-4.0000e-04
5.6400e-07,4.0000e-04
5.6800e-07,-1.2000e-03
5.7200e-07,-1.2000e-03
5.7600e-07,-1.2000e-03
5.8000e-07,-1.2000e-03
5.8400e-07,4.0000e-04
5.8800e-07,-2.0000e-03
5.9200e-07,4.0000e-04
5.9600e-07,-4.0000e-04
6.0000e-07,-4.0000e-04
6.0400e-07,4.0000e-04
6.0800e-07,-4.0000e-04
6.1200e-07,-4.0000e-04
6.1600e-07,-4.0000e-04
6.2000e-07,-2.0000e-03
6.2400e-07,4.0000e-04
6.2800e-07,-4.0000e-04
6.3200e-07,-4.0000e-04
6.3600e-07,4.0000e-04
6.4000e-07,-1.2000e-03
6.4400e-07,-4.0000e-04
6.4800e-07,-4.0000e-04
6.5200e-07,-1.2000e-03
6.5600e-07,-4.0000e-04
6.6000e-07,-4.0000e-04
6.6400e-07,-4.0000e-04
6.6800e-07,4.0000e-04
6.7200e-07,-1.2000e-03
6.7600e-07,-1.2000e-03
6.8000e-07,-4.0000e-04
6.8400e-07,4.0000e-04
6.8800e-07,-4.0000e-04
6.9200e-07,-4.0000e-04
6.9600e-07,-4.0000e-04
7.0000e-07,-1.2000e-03
7.0400e-07,4.0000e-04
7.0800e-07,-1.2000e-03
7.1200e-07,-4.0000e-04
7.1600e-07,4.0000e-04
7.2000e-07,-4.0000e-04
7.2400e-07,-1.2000e-03
7.2800e-07,-4.0000e-04
7.3200e-07,-4.0000e-04
7.3600e-07,-4.0000e-04
7.4000e-07,-4.0000e-04
7.4400e-07,-4.0000e-04
